Unique ID,Join Date,Last Source Date,First source,Last source
678353-1395,2025-10-30 22:56:00,2025-10-30 23:01:00,@main-campaign,@main-campaign
631072-1396,2025-10-30 21:20:00,2025-10-30 21:12:00,@yt_10_30_2025,@yt_10_30_2025
275379-1397,2025-10-30 20:44:00,-,-,-
667407-1398,2025-10-30 20:44:00,2025-10-30 20:40:00,@yt_10_2_2025,@yt_10_2_2025
311997-1399,2025-10-30 20:27:00,2025-10-30 20:17:00,@yt_10_6_2025,@yt_10_6_2025
105063-1400,2025-10-30 20:03:00,2025-10-30 19:59:00,@yt_10_2_2025,@yt_10_2_2025
106163-1401,2025-10-30 19:47:00,2025-10-30 19:32:00,@yt_10_30_2025,@yt_10_30_2025
206682-1402,2025-10-30 17:03:00,2025-10-30 16:49:00,@yt_10_30_2025,@yt_10_30_2025
729091-1403,2025-10-30 15:34:00,-,-,-
143386-1404,2025-10-30 13:41:00,2025-10-30 13:36:00,@yt_10_2_2025,@yt_10_2_2025
819432-1405,2025-10-30 12:42:00,-,-,-
346092-1406,2025-10-30 11:15:00,2025-10-24 22:14:00,@linkedinbio,@linkedin_organic
255151-1407,2025-10-30 11:03:00,2026-01-10 03:22:00,@google_organic,@google_organic
594201-1408,2025-10-30 10:54:00,2025-10-30 09:49:00,@yt_10_2_2025,@yt_10_2_2025
778009-1409,2025-10-30 10:50:00,-,-,-
675437-1410,2025-10-30 09:32:00,2025-10-30 09:46:00,@yt_10_2_2025,@yt_10_2_2025
903836-1411,2025-10-30 08:32:00,2025-10-30 08:32:00,@linkedinbio,@linkedin_organic
398109-1412,2025-10-30 08:08:00,2025-10-30 08:02:00,@yt_10_30_2025,@yt_10_30_2025
862636-1413,2025-10-30 07:37:00,-,-,-
768277-1414,2025-10-30 07:08:00,2025-10-30 07:05:00,@linkedin_organic,@linkedin_organic
884493-1415,2025-10-30 01:17:00,2025-10-30 01:11:00,@yt_bio,@yt_bio
634199-1416,2025-10-29 19:57:00,2025-10-30 01:24:00,@yt_10_20_2025,@main-campaign
467922-1417,2025-10-29 18:52:00,2025-11-15 19:34:00,@yt_7_15_2025,@yt_10_20_2025
493813-1418,2025-10-29 16:04:00,-,-,-
559396-1419,2025-10-29 16:00:00,2025-10-30 16:29:00,@yt_10_2_2025,@yt_10_2_2025
896510-1420,2025-10-29 14:00:00,2025-10-29 13:55:00,@yt_10_2_2025,@yt_10_2_2025
942063-1421,2025-10-29 10:51:00,2025-10-29 10:39:00,@yt_10_2_2025,@yt_10_2_2025
373747-1422,2025-10-29 09:37:00,2025-10-29 09:40:00,@yt_10_20_2025,@yt_bio
454283-1423,2025-10-29 09:15:00,-,-,-
822045-1424,2025-10-29 08:29:00,2025-11-14 13:57:00,@linkedin_organic,@google_organic
918118-1425,2025-10-29 07:55:00,2025-10-29 07:35:00,@yt_10_20_2025,@yt_10_20_2025
751964-1426,2025-10-29 06:28:00,-,-,-
505759-1427,2025-10-29 00:07:00,2025-10-28 23:57:00,@yt_10_2_2025,@yt_10_2_2025
607045-1428,2025-10-28 22:15:00,2025-10-28 22:03:00,@yt_bio,@yt_bio
638908-1429,2025-10-28 21:03:00,2025-10-28 20:53:00,@yt_10_2_2025,@yt_10_2_2025
581305-1430,2025-10-28 17:30:00,2025-10-28 17:30:00,@linkedin_organic,@linkedin_organic
764710-1431,2025-10-28 16:01:00,2025-10-28 15:56:00,@yt_10_2_2025,@yt_10_2_2025
565138-1432,2025-10-28 15:29:00,-,-,-
114036-1433,2025-10-28 14:57:00,2025-10-28 14:52:00,@yt_10_2_2025,@yt_10_2_2025
793495-1434,2025-10-28 14:26:00,2025-10-28 14:19:00,@yt_bio,@yt_bio
628318-1435,2025-10-28 13:58:00,2025-10-31 13:40:00,@yt_bio,@google_organic
572113-1436,2025-10-28 13:58:00,-,-,-
554517-1437,2025-10-28 10:45:00,2025-11-03 11:45:00,@google_organic,@google_organic
707004-1438,2025-10-28 10:43:00,-,-,-
883811-1439,2025-10-28 10:31:00,2025-10-28 10:05:00,@yt_10_23_2025,@yt_bio
876239-1440,2025-10-28 10:17:00,2025-10-31 08:46:00,@yt_10_2_2025,@google_organic
540313-1441,2025-10-28 09:54:00,-,-,-
740382-1442,2025-10-28 09:48:00,2025-10-28 09:46:00,@linkedin_organic,@linkedin_organic
567793-1443,2025-10-28 09:24:00,2025-10-28 09:17:00,@yt_10_20_2025,@yt_10_20_2025
838637-1444,2025-10-28 09:00:00,2025-10-29 19:40:00,@yt_bio,@yt_5_15_2025
621588-1445,2025-10-28 08:39:00,-,-,-
855814-1446,2025-10-28 05:19:00,2025-10-26 15:49:00,@yt_10_23_2025,@yt_10_23_2025
299974-1447,2025-10-28 05:06:00,2025-10-28 04:55:00,@yt_10_2_2025,@yt_10_2_2025
436897-1448,2025-10-28 04:42:00,2025-10-31 16:17:00,@linkedin_organic,@google_organic
547468-1449,2025-10-27 21:14:00,2025-10-27 21:08:00,@yt_10_23_2025,@yt_10_23_2025
183257-1450,2025-10-27 20:30:00,-,-,-
974534-1451,2025-10-27 20:09:00,2025-10-27 20:01:00,@yt_10_2_2025,@yt_10_2_2025
477003-1452,2025-10-27 19:08:00,2025-10-27 19:01:00,@yt_10_2_2025,@yt_10_2_2025
854663-1453,2025-10-27 18:45:00,-,-,-
689679-1454,2025-10-27 18:30:00,-,-,-
571727-1455,2025-10-27 14:45:00,2025-10-27 14:35:00,@linkedinbio,@linkedinbio
955077-1456,2025-10-27 13:20:00,2025-10-27 14:37:00,@yt_10_2_2025,@yt_10_2_2025
859170-1457,2025-10-27 12:54:00,-,-,-
284721-1458,2025-10-27 12:50:00,2025-10-30 15:35:00,@yt_10_2_2025,@google_organic
883816-1459,2025-10-27 12:39:00,-,-,-
154675-1460,2025-10-27 11:42:00,2025-10-27 11:39:00,@linkedin_organic,@linkedin_organic
833784-1461,2025-10-27 11:36:00,2025-10-27 11:14:00,@yt_10_2_2025,@yt_10_2_2025
555471-1462,2025-10-27 11:20:00,2025-10-27 11:11:00,@yt_10_2_2025,@yt_10_2_2025
753520-1463,2025-10-27 11:16:00,2025-10-28 16:59:00,@yt_4_9_2025,@welcome_sequence
677463-1464,2025-10-27 10:58:00,-,-,-
409201-1465,2025-10-27 10:56:00,2025-10-27 10:22:00,@yt_4_9_2025,@yt_4_9_2025
772260-1466,2025-10-27 10:31:00,-,-,-
175419-1467,2025-10-27 09:47:00,2025-10-27 09:33:00,@yt_10_23_2025,@yt_10_23_2025
738557-1468,2025-10-27 09:37:00,-,-,-
289923-1469,2025-10-27 09:27:00,-,-,-
118593-1470,2025-10-27 09:07:00,2025-10-27 08:58:00,@yt_10_27_2025,@yt_10_27_2025
616935-1471,2025-10-27 07:25:00,2025-10-27 07:20:00,@yt_10_2_2025,@yt_bio
930971-1472,2025-10-27 05:58:00,2025-10-27 05:43:00,@yt_5_15_2025,@yt_5_15_2025
646272-1473,2025-10-27 04:52:00,2025-10-27 04:34:00,@yt_10_2_2025,@yt_10_2_2025
428813-1474,2025-10-27 04:52:00,-,-,-
739608-1475,2025-10-26 22:39:00,-,-,-
773140-1476,2025-10-26 22:25:00,2025-10-26 22:19:00,@yt_bio,@yt_bio
349313-1477,2025-10-26 21:55:00,2025-10-26 21:45:00,@yt_10_2_2025,@yt_10_2_2025
379798-1478,2025-10-26 21:05:00,2025-10-26 20:50:00,@yt_5_15_2025,@yt_5_15_2025
219916-1479,2025-10-26 20:32:00,-,-,-
131488-1480,2025-10-26 16:31:00,-,-,-
157904-1481,2025-10-26 15:29:00,2025-10-26 15:00:00,@yt_10_2_2025,@yt_10_2_2025
828948-1482,2025-10-26 11:10:00,2025-10-26 11:02:00,@yt_10_20_2025,@yt_10_20_2025
436643-1483,2025-10-26 09:46:00,2025-10-26 09:38:00,@main-campaign,@main-campaign
734938-1484,2025-10-26 07:51:00,2025-10-26 07:45:00,@yt_10_2_2025,@yt_5_15_2025
812959-1485,2025-10-25 19:39:00,2025-10-25 19:36:00,@yt_10_2_2025,@yt_10_2_2025
535417-1486,2025-10-25 19:38:00,2025-10-25 19:30:00,@yt_10_23_2025,@yt_10_23_2025
166576-1487,2025-10-25 19:35:00,2025-10-25 18:55:00,@yt_10_2_2025,@yt_10_2_2025
323249-1488,2025-10-25 16:41:00,-,-,-
746726-1489,2025-10-25 15:49:00,2025-10-25 15:38:00,@yt_10_2_2025,@yt_10_2_2025
916860-1490,2025-10-25 15:41:00,2025-10-25 15:19:00,@yt_bio,@yt_bio
669311-1491,2025-10-25 13:37:00,2025-10-29 12:51:00,@yt_10_2_2025,@google_organic
593628-1492,2025-10-25 10:52:00,2025-10-25 10:45:00,@yt_10_2_2025,@yt_10_2_2025
173617-1493,2025-10-25 08:15:00,-,-,-
988430-1494,2025-10-25 07:52:00,2025-10-25 07:47:00,@yt_10_2_2025,@yt_10_2_2025
197300-1495,2025-10-25 07:08:00,2025-10-25 06:50:00,@yt_10_2_2025,@yt_10_2_2025
118360-1496,2025-10-25 05:06:00,2025-10-25 05:28:00,@yt_10_2_2025,@yt_10_2_2025
165088-1497,2025-10-25 03:46:00,-,-,-
656202-1498,2025-10-25 02:27:00,-,-,-
682563-1499,2025-10-25 00:35:00,2025-10-25 00:08:00,@yt_10_2_2025,@yt_10_2_2025
792642-1500,2025-10-24 22:54:00,2025-10-24 22:49:00,@yt_10_2_2025,@yt_10_2_2025
977970-1501,2025-10-24 21:16:00,-,-,-
828272-1502,2025-10-24 20:31:00,2025-10-24 20:26:00,@main-campaign,@main-campaign
515627-1503,2025-10-24 18:55:00,2025-10-24 19:08:00,@yt_10_2_2025,@yt_10_2_2025
558755-1504,2025-10-24 18:35:00,2025-10-24 17:32:00,@yt_8_22_2025,@yt_8_22_2025
970389-1505,2025-10-24 17:48:00,-,-,-
328760-1506,2025-10-24 17:43:00,2025-10-24 17:31:00,@yt_10_2_2025,@yt_10_2_2025
604124-1507,2025-10-24 15:40:00,2025-10-24 15:34:00,@yt_bio,@yt_bio
177240-1508,2025-10-24 15:30:00,2025-10-24 15:29:00,@yt_10_2_2025,@linkedin_organic
132643-1509,2025-10-24 15:23:00,2025-10-24 15:19:00,@yt_10_20_2025,@yt_10_2_2025
808926-1510,2025-10-24 15:04:00,2025-10-28 08:36:00,@main-campaign,@main-campaign
531775-1511,2025-10-24 14:58:00,2025-10-28 12:27:00,@yt_6_23_2025,@yt_4_9_2025
194840-1512,2025-10-24 14:50:00,-,-,-
221262-1513,2025-10-24 14:46:00,2025-10-24 13:53:00,@yt_bio,@yt_bio
228310-1514,2025-10-24 14:33:00,-,-,-
339567-1515,2025-10-24 13:33:00,2025-10-24 13:26:00,@yt_10_20_2025,@yt_10_20_2025
978257-1516,2025-10-24 13:25:00,2025-10-24 12:58:00,@yt_10_2_2025,@yt_10_2_2025
958517-1517,2025-10-24 13:07:00,2025-10-24 13:06:00,@yt_10_20_2025,@linkedin_organic
837307-1518,2025-10-24 12:46:00,2025-10-24 12:27:00,@yt_10_2_2025,@yt_10_2_2025
976232-1519,2025-10-24 12:41:00,2025-10-24 12:35:00,@yt_10_20_2025,@yt_10_20_2025
872512-1520,2025-10-24 11:45:00,2025-10-24 11:12:00,@yt_10_20_2025,@yt_10_20_2025
288618-1521,2025-10-24 11:18:00,-,-,-
291728-1522,2025-10-24 10:43:00,2025-10-24 09:20:00,@yt_10_23_2025,@yt_10_23_2025
958508-1523,2025-10-24 08:48:00,2025-10-24 07:53:00,@yt_10_2_2025,@yt_10_2_2025
977777-1524,2025-10-24 08:45:00,2025-10-29 10:17:00,@yt_10_2_2025,@google_organic
221289-1525,2025-10-24 08:40:00,-,-,-
528809-1526,2025-10-24 08:26:00,-,-,-
850408-1527,2025-10-24 08:20:00,-,-,-
312898-1528,2025-10-24 08:20:00,2025-10-28 16:04:00,@google_organic,@google_organic
788137-1529,2025-10-24 08:20:00,-,-,-
816985-1530,2025-10-24 08:00:00,2025-10-24 07:51:00,@yt_10_23_2025,@yt_10_23_2025
801973-1531,2025-10-24 04:54:00,-,-,-
273964-1532,2025-10-24 04:54:00,2025-10-24 04:23:00,@yt_9_22_2025,@yt_9_22_2025
728298-1533,2025-10-24 04:38:00,2025-10-24 04:26:00,@yt_10_2_2025,@yt_10_2_2025
865451-1534,2025-10-24 02:12:00,2025-10-24 02:01:00,@yt_10_2_2025,@yt_10_2_2025
719999-1535,2025-10-24 01:05:00,2025-10-24 00:57:00,@yt_10_20_2025,@yt_10_20_2025
299569-1536,2025-10-23 22:05:00,2025-10-23 21:56:00,@yt_10_2_2025,@yt_10_2_2025
964054-1537,2025-10-23 21:55:00,2025-10-23 21:47:00,@yt_10_2_2025,@yt_10_2_2025
855810-1538,2025-10-23 19:54:00,2025-10-23 19:44:00,@yt_bio,@yt_bio
434601-1539,2025-10-23 19:35:00,2025-10-23 19:23:00,@yt_10_2_2025,@yt_8_22_2025
400982-1540,2025-10-23 19:05:00,2025-10-23 18:06:00,@yt_7_15_2025,@yt_7_15_2025
884900-1541,2025-10-23 17:07:00,2025-10-23 16:28:00,@yt_10_2_2025,@yt_10_2_2025
544570-1542,2025-10-23 14:05:00,2025-10-23 13:59:00,@yt_10_20_2025,@yt_10_23_2025
708135-1543,2025-10-23 13:49:00,2025-10-28 18:40:00,@yt_10_2_2025,@yt_5_15_2025
417516-1544,2025-10-23 12:18:00,2025-10-23 11:21:00,@yt_10_23_2025,@linkedin_organic
690926-1545,2025-10-23 10:32:00,-,-,-
750272-1546,2025-10-23 10:04:00,2025-10-23 09:57:00,@yt_10_2_2025,@yt_10_2_2025
143876-1547,2025-10-23 09:47:00,2025-10-23 09:22:00,@yt_10_2_2025,@yt_10_2_2025
950978-1548,2025-10-23 09:22:00,2025-10-23 09:06:00,@linkedin_organic,@linkedin_organic
999954-1549,2025-10-23 09:14:00,2025-10-24 04:27:00,@yt_bio,@yt_bio
708307-1550,2025-10-23 08:52:00,2026-01-21 09:06:00,@main-campaign,@lead-list
604920-1551,2025-10-23 08:49:00,-,-,-
230428-1552,2025-10-23 08:42:00,2025-10-23 08:36:00,@yt_10_2_2025,@yt_10_2_2025
912963-1553,2025-10-23 07:54:00,2025-11-04 18:04:00,@yt_bio,@google_organic
511766-1554,2025-10-23 06:41:00,2025-10-29 11:38:00,@yt_10_2_2025,@google_organic
126012-1555,2025-10-23 06:11:00,2025-10-23 06:21:00,@yt_9_10_2025,@yt_9_10_2025
480359-1556,2025-10-23 02:41:00,2025-10-23 02:33:00,@yt_10_20_2025,@yt_10_20_2025
835671-1557,2025-10-23 01:28:00,2025-10-23 01:14:00,@yt_bio,@yt_bio
541697-1558,2025-10-22 23:44:00,2025-10-22 23:17:00,@yt_10_2_2025,@yt_10_2_2025
684414-1559,2025-10-22 22:11:00,2025-10-22 22:08:00,@yt_10_2_2025,@yt_bio
542167-1560,2025-10-22 22:04:00,-,-,-
202495-1561,2025-10-22 22:04:00,2025-10-22 21:58:00,@yt_10_2_2025,@yt_10_2_2025
824332-1562,2025-10-22 21:28:00,2025-10-22 20:41:00,@yt_10_2_2025,@yt_10_2_2025
334377-1563,2025-10-22 21:20:00,2025-10-22 21:14:00,@yt_10_2_2025,@yt_10_2_2025
944562-1564,2025-10-22 19:00:00,2025-10-22 18:53:00,@yt_10_2_2025,@yt_10_2_2025
422480-1565,2025-10-22 15:36:00,-,-,-
239350-1566,2025-10-22 15:14:00,2025-10-22 15:10:00,@yt_10_2_2025,@yt_10_2_2025
271198-1567,2025-10-22 14:34:00,2025-10-22 14:29:00,@yt_10_2_2025,@yt_10_2_2025
473981-1568,2025-10-22 14:28:00,-,-,-
885438-1569,2025-10-22 14:28:00,2025-10-22 14:26:00,@yt_9_22_2025,@yt_9_22_2025
335506-1570,2025-10-22 14:01:00,-,-,-
145372-1571,2025-10-22 13:59:00,-,-,-
968831-1572,2025-10-22 12:58:00,-,-,-
371346-1573,2025-10-22 11:14:00,-,-,-
631636-1574,2025-10-22 10:51:00,-,-,-
254391-1575,2025-10-22 09:39:00,2026-01-01 20:50:00,@main-campaign,@kedeisha-test-google-cert
398826-1576,2025-10-22 08:38:00,2025-10-21 14:47:00,@main-campaign,@main-campaign
624831-1577,2025-10-22 07:49:00,2025-10-22 07:17:00,@yt_10_2_2025,@yt_10_2_2025
774324-1578,2025-10-22 07:06:00,-,-,-
338311-1579,2025-10-22 07:06:00,2025-10-22 07:06:00,@yt_10_20_2025,@yt_10_20_2025
616742-1580,2025-10-22 06:40:00,-,-,-
556636-1581,2025-10-22 06:37:00,2025-10-22 06:29:00,@yt_10_2_2025,@yt_10_2_2025
673424-1582,2025-10-22 05:28:00,-,-,-
647311-1583,2025-10-22 03:11:00,2025-10-22 02:29:00,@yt_10_2_2025,@yt_10_2_2025
751287-1584,2025-10-22 02:30:00,2025-10-22 02:16:00,@yt_6_6_2025,@yt_6_6_2025
259719-1585,2025-10-22 00:57:00,2025-10-22 00:48:00,@yt_7_15_2025,@yt_7_15_2025
426214-1586,2025-10-21 23:07:00,-,-,-
705784-1587,2025-10-21 21:53:00,2025-10-21 18:48:00,@yt_10_20_2025,@yt_10_20_2025
185900-1588,2025-10-21 21:26:00,2025-10-21 21:26:00,@yt_10_2_2025,@yt_bio
270149-1589,2025-10-21 21:16:00,2025-10-21 21:06:00,@yt_bio,@yt_bio
160357-1590,2025-10-21 19:19:00,2026-01-21 19:18:00,@main-campaign,@all-combined-targetscreatives
727493-1591,2025-10-21 17:40:00,2025-10-24 08:31:00,@yt_10_20_2025,@google_organic
233423-1592,2025-10-21 16:52:00,2025-10-21 16:49:00,@yt_10_20_2025,@yt_10_20_2025
736469-1593,2025-10-21 16:05:00,2025-10-21 16:00:00,@yt_10_2_2025,@yt_10_2_2025
409060-1594,2025-10-21 14:01:00,2025-11-13 13:07:00,@yt_10_20_2025,@google_organic
908380-1595,2025-10-21 13:26:00,2025-10-21 13:13:00,@main-campaign,@main-campaign
764332-1596,2025-10-21 12:49:00,-,-,-
353989-1597,2025-10-21 12:25:00,-,-,-
854996-1598,2025-10-21 11:47:00,2025-10-23 16:23:00,@yt_10_2_2025,@google_organic
992979-1599,2025-10-21 11:17:00,2025-10-21 11:11:00,@yt_10_2_2025,@yt_10_2_2025
192853-1600,2025-10-21 10:19:00,-,-,-
290064-1601,2025-10-21 09:20:00,-,-,-
295793-1602,2025-10-21 09:06:00,2025-10-21 08:57:00,@yt_10_2_2025,@yt_10_2_2025
123430-1603,2025-10-21 08:04:00,2025-10-21 07:58:00,@linkedinbio,@linkedinbio
864855-1604,2025-10-21 07:34:00,2025-10-21 07:27:00,@yt_10_2_2025,@yt_10_2_2025
182696-1605,2025-10-21 07:17:00,2025-10-21 07:05:00,@yt_10_2_2025,@yt_10_2_2025
707783-1606,2025-10-21 07:05:00,2025-10-24 07:17:00,@yt_5_15_2025,@yt_5_15_2025
381101-1607,2025-10-21 00:24:00,2025-10-21 00:20:00,@yt_9_22_2025,@yt_9_22_2025
818849-1608,2025-10-20 22:22:00,2025-10-19 10:12:00,@yt_6_6_2025,@yt_6_6_2025
446070-1609,2025-10-20 22:03:00,2025-10-21 17:32:00,@yt_10_2_2025,@yt_10_2_2025
707915-1610,2025-10-20 20:49:00,2025-10-20 20:45:00,@main-campaign,@main-campaign
574951-1611,2025-10-20 20:35:00,2025-10-23 17:07:00,@yt_10_2_2025,@google_organic
362240-1612,2025-10-20 20:21:00,2025-10-20 20:22:00,@main-campaign,@main-campaign
713749-1613,2025-10-20 20:15:00,2025-10-19 18:55:00,@yt_10_2_2025,@linkedinbio
580252-1614,2025-10-20 20:01:00,-,-,-
724076-1615,2025-10-20 20:00:00,2025-10-20 20:00:00,@yt_6_30_2025,@yt_6_30_2025
463968-1616,2025-10-20 19:07:00,-,-,-
807690-1617,2025-10-20 18:00:00,2025-10-24 18:20:00,@yt_9_30_2025,@welcome_sequence
114614-1618,2025-10-20 17:49:00,-,-,-
270461-1619,2025-10-20 16:42:00,-,-,-
173545-1620,2025-10-20 16:09:00,2025-10-20 15:55:00,@linkedinbio,@yt_9_22_2025
266909-1621,2025-10-20 15:45:00,2025-10-20 15:40:00,@yt_10_2_2025,@yt_10_2_2025
396388-1622,2025-10-20 15:15:00,-,-,-
935625-1623,2025-10-20 14:58:00,2025-10-20 14:56:00,@yt_10_2_2025,@linkedinbio
362014-1624,2025-10-20 14:51:00,-,-,-
868439-1625,2025-10-20 14:43:00,2025-10-21 11:01:00,@yt_4_9_2025,@yt_10_6_2025
584367-1626,2025-10-20 14:23:00,2025-10-20 14:07:00,@yt_10_2_2025,@yt_10_2_2025
397587-1627,2025-10-20 14:12:00,2025-10-20 08:10:00,@linkedin_organic,@linkedin_organic
889127-1628,2025-10-20 14:00:00,-,-,-
896712-1629,2025-10-20 14:00:00,2025-10-20 23:22:00,@yt_bio,@yt_4_9_2025
754216-1630,2025-10-20 13:36:00,2025-10-20 13:38:00,@main-campaign,@main-campaign
635982-1631,2025-10-20 13:32:00,-,-,-
274640-1632,2025-10-20 13:16:00,-,-,-
987156-1633,2025-10-20 12:58:00,-,-,-
293335-1634,2025-10-20 12:25:00,2025-10-20 12:31:00,@linkedin_organic,@linkedinsetter
878461-1635,2025-10-20 10:12:00,2025-10-20 10:12:00,@linkedinsetter,@linkedinsetter
329566-1636,2025-10-20 10:05:00,2025-10-20 10:00:00,@yt_10_2_2025,@yt_10_2_2025
946942-1637,2025-10-20 09:44:00,2025-10-20 09:27:00,@yt_10_2_2025,@yt_10_2_2025
363641-1638,2025-10-20 09:17:00,-,-,-
446856-1639,2025-10-20 04:24:00,2025-10-20 04:00:00,@yt_10_2_2025,@yt_10_2_2025
527328-1640,2025-10-19 20:41:00,2025-10-19 20:30:00,@yt_10_2_2025,@yt_10_2_2025
889808-1641,2025-10-19 19:59:00,-,-,-
723029-1642,2025-10-19 18:31:00,2025-10-19 18:14:00,@yt_10_2_2025,@yt_10_2_2025
163496-1643,2025-10-19 18:06:00,-,-,-
279317-1644,2025-10-19 16:11:00,2025-10-19 16:01:00,@yt_10_6_2025,@yt_10_6_2025
140960-1645,2025-10-19 13:48:00,2025-10-19 14:18:00,@yt_10_2_2025,@yt_10_2_2025
825693-1646,2025-10-19 07:43:00,2025-10-19 07:28:00,@yt_10_2_2025,@yt_10_2_2025
805975-1647,2025-10-19 05:35:00,2025-10-19 05:30:00,@yt_10_2_2025,@yt_10_2_2025
283316-1648,2025-10-19 03:22:00,-,-,-
725055-1649,2025-10-19 00:23:00,2025-10-18 23:31:00,@yt_6_6_2025,@yt_6_6_2025
677639-1650,2025-10-18 22:05:00,2025-10-18 21:45:00,@yt_10_2_2025,@yt_10_2_2025
756886-1651,2025-10-18 21:23:00,2025-10-18 21:17:00,@instagrambio,@yt_10_2_2025
394335-1652,2025-10-18 21:17:00,2025-10-18 21:00:00,@yt_10_2_2025,@yt_10_2_2025
737058-1653,2025-10-18 19:00:00,2025-10-18 18:57:00,@main-campaign,@main-campaign
248491-1654,2025-10-18 17:49:00,-,-,-
902055-1655,2025-10-18 12:09:00,-,-,-
922440-1656,2025-10-18 10:06:00,-,-,-
555399-1657,2025-10-18 07:46:00,2025-10-18 07:46:00,@linkedinsetter,@linkedinsetter
416781-1658,2025-10-18 05:07:00,-,-,-
317592-1659,2025-10-17 21:02:00,2025-10-17 20:49:00,@yt_9_22_2025,@yt_9_22_2025
336270-1660,2025-10-17 18:08:00,2025-10-17 14:17:00,@yt_10_2_2025,@yt_10_2_2025
733397-1661,2025-10-17 15:34:00,2025-10-17 15:50:00,@yt_10_2_2025,@linkedinsetter
191502-1662,2025-10-17 13:29:00,-,-,-
424076-1663,2025-10-17 10:39:00,-,-,-
919546-1664,2025-10-17 10:02:00,-,-,-
113777-1665,2025-10-17 09:55:00,-,-,-
844957-1666,2025-10-17 09:26:00,-,-,-
891515-1667,2025-10-17 08:59:00,-,-,-
651568-1668,2025-10-17 04:23:00,2025-10-17 04:05:00,@yt_10_2_2025,@yt_10_2_2025
501032-1669,2025-10-17 03:33:00,2025-10-17 02:50:00,@yt_10_2_2025,@yt_10_2_2025
665841-1670,2025-10-16 21:40:00,-,-,-
163682-1671,2025-10-16 21:40:00,2025-10-16 21:38:00,@yt_9_22_2025,@yt_9_22_2025
450009-1672,2025-10-16 21:20:00,2025-10-16 21:28:00,@linkedin_organic,@linkedinsetter
644943-1673,2025-10-16 21:10:00,2025-10-16 21:02:00,@yt_10_6_2025,@yt_10_6_2025
804817-1674,2025-10-16 19:30:00,2025-10-19 10:28:00,@yt_5_15_2025,@welcome_sequence
140249-1675,2025-10-16 18:38:00,-,-,-
677188-1676,2025-10-16 17:22:00,2025-10-22 11:08:00,@linkedinsetter,@linkedinsetter
243292-1677,2025-10-16 16:17:00,-,-,-
464503-1678,2025-10-16 16:17:00,2025-10-16 16:09:00,@yt_9_22_2025,@yt_9_22_2025
550607-1679,2025-10-16 15:45:00,-,-,-
906451-1680,2025-10-16 15:17:00,2025-10-16 15:01:00,@yt_10_2_2025,@yt_10_2_2025
789530-1681,2025-10-16 12:33:00,2025-10-16 11:57:00,@yt_10_2_2025,@yt_10_2_2025
460111-1682,2025-10-16 09:16:00,-,-,-
641398-1683,2025-10-16 01:19:00,2025-10-15 21:20:00,@linkedinbio,@linkedinbio
892304-1684,2025-10-15 23:16:00,2025-12-03 16:40:00,@yt_10_2_2025,@google_organic
634089-1685,2025-10-15 22:20:00,2025-10-15 22:31:00,@linkedinsetter,@linkedinsetter
177193-1686,2025-10-15 22:14:00,2025-10-15 22:18:00,@yt_9_30_2025,@yt_8_22_2025
408632-1687,2025-10-15 19:43:00,2025-10-15 19:23:00,@yt_10_2_2025,@yt_10_2_2025
274102-1688,2025-10-15 19:37:00,2025-12-02 20:10:00,@yt_bio,@yt_11_30_2025
372665-1689,2025-10-15 19:01:00,2025-10-15 18:51:00,@main-campaign,@main-campaign
112420-1690,2025-10-15 18:20:00,-,-,-
908546-1691,2025-10-15 17:13:00,2025-10-15 17:27:00,@linkedinsetter,@linkedinsetter
845162-1692,2025-10-15 16:56:00,2025-10-15 16:49:00,@yt_bio,@yt_bio
238208-1693,2025-10-15 16:04:00,-,-,-
196872-1694,2025-10-15 15:54:00,2025-10-15 15:54:00,@linkedinsetter,@linkedinsetter
334951-1695,2025-10-15 15:22:00,2025-10-15 16:25:00,@yt_10_2_2025,@yt_10_2_2025
432144-1696,2025-10-15 14:35:00,-,-,-
813013-1697,2025-10-15 14:24:00,2025-10-15 14:56:00,@yt_bio,@linkedinsetter
206535-1698,2025-10-15 14:23:00,2025-10-15 14:09:00,@yt_9_22_2025,@yt_9_22_2025
733448-1699,2025-10-15 13:13:00,-,-,-
751665-1700,2025-10-15 12:09:00,2025-10-20 16:35:00,@yt_10_2_2025,@google_organic
939579-1701,2025-10-15 09:34:00,-,-,-
904942-1702,2025-10-15 09:09:00,-,-,-
448198-1703,2025-10-15 09:04:00,2025-10-17 13:39:00,@yt_10_2_2025,@google_organic
205056-1704,2025-10-15 08:49:00,-,-,-
630032-1705,2025-10-15 08:22:00,-,-,-
832740-1706,2025-10-15 06:54:00,-,-,-
612586-1707,2025-10-15 04:48:00,2025-10-14 20:55:00,@instagrambio,@yt_bio
460233-1708,2025-10-14 18:56:00,-,-,-
697339-1709,2025-10-14 18:55:00,2025-10-15 13:45:00,@yt_10_2_2025,@google_organic
542753-1710,2025-10-14 13:25:00,-,-,-
647670-1711,2025-10-14 13:02:00,-,-,-
265463-1712,2025-10-14 13:00:00,2025-10-14 12:49:00,@yt_9_22_2025,@yt_9_22_2025
203086-1713,2025-10-14 11:53:00,2025-10-14 11:54:00,@yt_10_2_2025,@yt_10_2_2025
117328-1714,2025-10-14 11:05:00,-,-,-
561315-1715,2025-10-14 10:46:00,-,-,-
937934-1716,2025-10-14 10:03:00,2025-10-19 09:45:00,@yt_10_2_2025,@welcome_sequence
